id,deletedTime,name,number,description,closedTime,status,lastContactedTime,pieState,isOverdue,overdueTime,confidence,priority,value_amount,createdTime_timestamp,dueTime_timestamp,anticipatedClosedTime_timestamp,id_accounts,id_contacts,id_tags,id_sources,id_owner,id_files,id_relatedFiles,id_territory,id_destinations,id_stage,id_stageset,id_creator,id_products,id_productMaps,id_competitors,id_competitorMaps,id_outcome,id_watchers,lastContactedTime_timestamp,overdueTime_timestamp,closedTime_timestamp
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,10,1594,2,539,,,,,
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,10,1595,2,539,,,,,
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,10,1596,2,539,,,,,
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,5,1594,2,539,,,,,
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,5,1595,2,539,,,,,
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,5,1596,2,539,,,,,
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,2,1594,2,539,,,,,
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,2,1595,2,539,,,,,
1538,,Webcom Business Services,1538,,,open,,01,False,,83,0,35100,2025-10-22T16:03:00.000,2025-12-03T16:03:00.000,2025-12-03T16:03:00.000,27.0,27,4.0,,3,,,,,5,1,12,2,1596,2,539,,,,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,10,1643,3,555,,,2025-10-22T10:14:00.000,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,10,1644,3,555,,,2025-10-22T10:14:00.000,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,10,1645,3,555,,,2025-10-22T10:14:00.000,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,5,1643,3,555,,,2025-10-22T10:14:00.000,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,5,1644,3,555,,,2025-10-22T10:14:00.000,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,5,1645,3,555,,,2025-10-22T10:14:00.000,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,2,1643,3,555,,,2025-10-22T10:14:00.000,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,2,1644,3,555,,,2025-10-22T10:14:00.000,,
1554,,Newing Industries Inc.,1554,,,open,,12,False,,75,0,25500,2025-10-18T17:04:00.000,2025-11-29T17:04:00.000,2025-11-29T17:04:00.000,11.0,11,,,5,,,,,8,1,12,2,1645,3,555,,,2025-10-22T10:14:00.000,,
1555,,Freetrans,1555,,,open,,04,False,,87,0,72300,2025-10-17T15:36:00.000,2025-11-28T15:36:00.000,2025-11-28T15:36:00.000,12.0,12,1.0,,2,,,,,6,1,12,4,1646,1,556,,,2025-10-22T15:00:00.000,,
1555,,Freetrans,1555,,,open,,04,False,,87,0,72300,2025-10-17T15:36:00.000,2025-11-28T15:36:00.000,2025-11-28T15:36:00.000,12.0,12,1.0,,2,,,,,6,1,12,4,1647,1,556,,,2025-10-22T15:00:00.000,,
1555,,Freetrans,1555,,,open,,04,False,,87,0,72300,2025-10-17T15:36:00.000,2025-11-28T15:36:00.000,2025-11-28T15:36:00.000,12.0,12,1.0,,2,,,,,6,1,12,4,1648,1,556,,,2025-10-22T15:00:00.000,,
1555,,Freetrans,1555,,,open,,04,False,,87,0,72300,2025-10-17T15:36:00.000,2025-11-28T15:36:00.000,2025-11-28T15:36:00.000,12.0,12,1.0,,2,,,,,6,1,12,4,1649,1,556,,,2025-10-22T15:00:00.000,,
